landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,pas,puh,pul,trp,urs,css,nal,nhi,nho,nhy,nlo,npa
A36015,2221.375,0.563,9.716,1.013,1.179,2.382,2.847,6.912,0.409,0.374,7.827,7.827,5.221,1.249,2.904,2.894,6.74,19.452,7.827,0.45,5.529,1.905,0.299,4.177,1
A36017,3871.925,0.563,9.716,1.013,1.202,2.568,2.847,8.059,0.409,0.298,9.746,9.746,6.253,1.377,4.553,4.548,7.422,19.452,9.746,0.45,6.447,2.054,0.239,5.002,1.102
A36023,4608.447,0.563,9.716,1.013,1.256,2.253,2.847,7.912,0.409,0.223,10.395,10.395,6.141,1.422,4.525,4.514,7.661,19.452,10.395,0.45,6.33,1.802,0.178,4.913,1.138
A36025,3539.255,0.563,9.716,1.013,1.168,2.266,2.847,8.488,0.409,0.317,8.866,8.866,6.705,1.308,3.869,3.858,7.051,19.452,8.866,0.45,6.79,1.813,0.253,5.364,1.046
A36043,4559.67,0.563,9.716,1.013,1.134,2.515,2.847,7.515,0.409,0.282,9.792,9.792,5.835,1.444,4.349,4.35,7.777,19.452,9.792,0.45,6.012,2.012,0.226,4.668,1.155
A36051,5135.028,0.563,9.716,1.013,1.226,2.577,2.847,7.027,0.409,0.327,8.538,8.538,5.46,1.555,3.43,3.431,8.369,19.452,8.538,0.45,5.621,2.061,0.262,4.368,1.244
A36053,5428.214,0.563,9.716,1.013,1.276,2.081,2.847,7.242,0.409,0.292,10.849,10.849,5.622,1.531,4.041,4.034,8.243,19.452,10.849,0.45,5.794,1.665,0.234,4.497,1.225
A36065,4082.435,0.563,9.716,1.013,1.206,3.136,2.847,6.977,0.409,0.266,10.486,10.486,5.416,1.445,4.205,4.205,7.781,19.452,10.486,0.45,5.582,2.509,0.213,4.333,1.156
A36067,6392.672,0.563,9.716,1.013,1.324,2.189,2.847,6.829,0.409,0.303,11.384,11.384,5.299,1.815,4.445,4.444,9.751,19.452,11.384,0.45,5.463,1.751,0.242,4.239,1.452
A36069,4946.28,0.563,9.716,1.013,1.263,2.661,2.847,6.737,0.409,0.406,8.536,8.536,5.229,1.694,3.094,3.094,9.105,19.452,8.536,0.45,5.39,2.129,0.324,4.183,1.355
A36077,3387.999,0.563,9.716,1.013,1.186,2.327,2.847,7.089,0.409,0.315,9.037,9.037,5.508,1.344,4.074,4.071,7.243,19.452,9.037,0.45,5.671,1.862,0.252,4.406,1.075
A36095,3036.507,0.563,9.716,1.013,1.172,2.212,2.847,7.086,0.409,0.33,9.108,9.108,5.506,1.393,4.062,4.058,7.504,19.452,9.108,0.45,5.669,1.77,0.264,4.405,1.115
A36097,2550.467,0.563,9.716,1.013,1.21,2.34,2.847,7.162,0.409,0.384,8.274,8.274,5.558,1.283,3.265,3.26,6.92,19.452,8.274,0.45,5.73,1.872,0.307,4.446,1.027
A36101,3018.684,0.563,9.716,1.013,1.167,2.133,2.847,6.775,0.409,0.324,7.021,7.021,5.259,1.272,2.49,2.485,6.857,19.452,7.021,0.45,5.42,1.706,0.259,4.207,1.017
A36107,3318.367,0.563,9.716,1.013,1.191,2.28,2.847,7.783,0.409,0.356,8.341,8.341,6.039,1.377,3.59,3.587,7.42,19.452,8.341,0.45,6.226,1.824,0.285,4.831,1.102
A36109,3818.421,0.563,9.716,1.013,1.239,2.16,2.847,6.975,0.409,0.301,9.6,9.6,5.412,1.577,4.333,4.335,8.484,19.452,9.6,0.45,5.58,1.728,0.241,4.329,1.262
A36123,2594.191,0.563,9.716,1.013,1.204,2.438,2.847,6.991,0.409,0.414,8.052,8.052,5.425,1.562,3.145,3.143,8.403,19.452,8.052,0.45,5.592,1.951,0.332,4.34,1.25
A42001,3029.13,0.563,9.716,1.013,1.395,2.255,2.847,6.721,0.409,0.872,11.652,11.652,5.204,1.885,3.61,3.607,10.118,19.452,11.652,0.45,5.377,1.804,0.698,4.163,1.508
A42009,956.351,0.563,9.716,1.013,1.233,2.195,2.847,6.842,0.409,0.635,9.013,9.013,5.301,1.744,3.317,3.319,9.379,19.452,9.013,0.45,5.474,1.756,0.508,4.24,1.395
A42011,2056.279,0.563,9.716,1.013,1.404,2.179,2.847,6.564,0.409,0.68,13.074,13.074,5.085,3.114,5.932,5.935,16.688,19.452,13.074,0.45,5.251,1.743,0.544,4.068,2.492
A42013,1563.646,0.563,9.716,1.013,1.299,2.2,2.847,7.096,0.409,0.695,10.174,10.174,5.498,3.17,3.747,3.748,16.998,19.452,10.174,0.45,5.677,1.76,0.556,4.399,2.536
A42015,1107.898,0.563,9.716,1.013,1.227,2.307,2.847,6.51,0.409,0.616,8.603,8.603,5.05,1.792,3.298,3.295,9.634,19.452,8.603,0.45,5.208,1.845,0.493,4.04,1.433
A42021,415.426,0.563,9.716,1.013,1.37,2.399,2.847,6.139,0.409,0.627,12.334,12.334,4.758,1.694,4.824,4.828,9.111,19.452,12.334,0.45,4.911,1.919,0.502,3.807,1.355
A42023,7312.207,0.563,9.716,1.013,1.218,2.258,2.847,7.586,0.409,1.285,10.964,10.964,6.653,3.084,4.857,4.852,16.498,19.452,10.964,0.45,6.069,1.806,1.028,5.322,2.467
A42025,427.709,0.563,9.716,1.013,1.33,2.152,2.847,6.141,0.409,0.642,14.845,14.845,3.583,1.721,6.788,6.791,9.254,19.452,14.845,0.45,4.913,1.722,0.513,2.867,1.376
A42027,885.751,0.563,9.716,1.013,1.266,3.184,2.847,6.105,0.409,0.637,9.929,9.929,4.731,1.924,2.998,2.999,10.339,19.452,9.929,0.45,4.884,2.547,0.51,3.785,1.539
A42029,1088.75,0.563,9.716,1.013,1.469,2.177,2.847,5.97,0.409,0.688,13.744,13.744,4.626,2.448,3.821,3.818,13.141,19.452,13.744,0.45,4.776,1.741,0.551,3.701,1.958
A42033,391.604,0.563,9.716,1.013,1.257,2.396,2.847,6.186,0.409,0.684,10.419,10.419,4.795,1.577,4.414,4.412,8.487,19.452,10.419,0.45,4.949,1.917,0.547,3.836,1.261
A42035,1005.824,0.563,9.716,1.013,1.221,2.105,2.847,6.312,0.409,0.658,10.534,10.534,4.891,2.453,4.434,4.432,13.157,19.452,10.534,0.45,5.049,1.684,0.527,3.913,1.962
A42037,808.266,0.563,9.716,1.013,1.27,2.849,2.847,6.242,0.409,0.619,10.827,10.827,4.835,1.795,4.684,4.678,9.649,19.452,10.827,0.45,4.993,2.279,0.495,3.868,1.436
A42041,1102.203,0.563,9.716,1.013,1.346,2.198,2.847,6.66,0.409,0.669,10.694,10.694,5.158,2.612,3.341,3.342,14.02,19.452,10.694,0.45,5.328,1.758,0.536,4.126,2.09
A42043,2166.652,0.563,9.716,1.013,1.365,2.201,2.847,6.84,0.409,0.714,11.082,11.082,5.296,2.495,3.346,3.35,13.379,19.452,11.082,0.45,5.472,1.761,0.571,4.237,1.996
A42047,298.271,0.563,9.716,1.013,1.258,2.179,2.847,6.373,0.409,0.63,11.22,11.22,4.942,1.461,4.771,4.773,7.865,19.452,11.22,0.45,5.098,1.743,0.504,3.954,1.168
A42055,2262.535,0.563,9.716,1.013,1.382,2.231,2.847,6.904,0.409,0.681,11.183,11.183,5.347,3.104,2.807,2.804,16.638,19.452,11.183,0.45,5.523,1.785,0.545,4.278,2.483
A42057,1196.867,0.563,9.716,1.013,1.263,2.289,2.847,6.92,0.409,0.649,9.229,9.229,5.355,1.636,3.258,3.26,8.8,19.452,9.229,0.45,5.536,1.831,0.519,4.284,1.309
A42061,1063.648,0.563,9.716,1.013,1.232,2.177,2.847,6.859,0.409,0.685,9.126,9.126,5.313,1.843,3.556,3.556,9.911,19.452,9.126,0.45,5.487,1.742,0.548,4.251,1.475
A42063,594.063,0.563,9.716,1.013,1.33,2.121,2.847,6.271,0.409,0.613,11.516,11.516,4.859,1.684,5.114,5.106,9.063,19.452,11.516,0.45,5.017,1.697,0.49,3.887,1.347
A42065,461.889,0.563,9.716,1.013,1.274,2.255,2.847,5.957,0.409,0.645,10.795,10.795,4.618,1.526,5.096,5.09,8.217,19.452,10.795,0.45,4.765,1.804,0.516,3.695,1.221
A42067,3004.887,0.563,9.716,1.013,1.306,2.232,2.847,6.805,0.409,1.19,10.053,10.053,5.27,2.431,3.24,3.239,13.015,19.452,10.053,0.45,5.444,1.786,0.952,4.216,1.945
A42069,656.317,0.563,9.716,1.013,1.304,2.148,2.847,7.035,0.409,0.634,10.916,10.916,5.456,1.615,3.701,3.7,8.69,19.452,10.916,0.45,5.628,1.719,0.507,4.365,1.292
A42071,3301.418,0.563,9.716,1.013,1.608,2.198,2.847,7.153,0.409,1.363,14.244,14.244,5.538,4.643,3.138,3.137,24.804,19.452,14.244,0.45,5.723,1.759,1.091,4.431,3.714
A42075,4030.528,0.563,9.716,1.013,1.527,2.483,2.847,7.158,0.409,1.279,13.674,13.674,5.542,3.804,3.427,3.426,20.335,19.452,13.674,0.45,5.726,1.986,1.023,4.433,3.043
A42079,457.805,0.563,9.716,1.013,1.296,2.248,2.847,6.12,0.409,0.664,11.083,11.082,4.742,1.636,3.887,3.884,8.804,19.452,11.083,0.45,4.896,1.799,0.531,3.794,1.309
A42081,745.441,0.563,9.716,1.013,1.227,2.248,2.847,6.099,0.409,0.633,9.687,9.687,4.727,1.78,4.684,4.681,9.566,19.452,9.687,0.45,4.879,1.798,0.506,3.781,1.424
A42083,417.134,0.563,9.716,1.013,1.26,2.19,2.847,6.685,0.409,0.636,12.289,12.289,5.332,1.32,5.63,5.625,7.121,19.452,12.289,0.45,5.348,1.752,0.508,4.266,1.056
A42087,1352.089,0.563,9.716,1.013,1.281,2.209,2.847,6.626,0.409,0.603,10.178,10.178,5.135,2.514,4.171,4.172,13.476,19.452,10.178,0.45,5.301,1.767,0.482,4.108,2.011
A42093,958.687,0.563,9.716,1.013,1.274,2.631,2.847,6.07,0.409,0.589,10.034,10.034,4.702,2.014,3.597,3.597,10.817,19.452,10.034,0.45,4.856,2.105,0.471,3.761,1.611
A42097,2684.307,0.563,9.716,1.013,1.305,2.842,2.847,6.194,0.409,0.837,10.632,10.632,4.798,2.06,3.556,3.557,11.046,19.452,10.632,0.45,4.956,2.273,0.669,3.838,1.648
A42099,2463.171,0.563,9.716,1.013,1.33,2.214,2.847,6.843,0.409,0.831,10.709,10.709,5.299,2.115,4.024,4.028,11.344,19.452,10.709,0.45,5.475,1.771,0.665,4.239,1.692
A42105,866.222,0.563,9.716,1.013,1.224,2.461,2.847,6.468,0.409,0.635,10.121,10.121,5.015,1.526,4.386,4.385,8.221,19.452,10.121,0.45,5.174,1.968,0.508,4.012,1.221
A42107,3531.73,0.563,9.716,1.013,1.333,2.166,2.847,6.538,0.409,0.931,12.255,12.255,5.063,2.065,4.662,4.665,11.067,19.452,12.255,0.45,5.231,1.733,0.745,4.05,1.652
A42109,2494.841,0.563,9.716,1.013,1.324,2.139,2.847,6.63,0.409,1.049,10.8,10.8,5.134,2.541,3.896,3.893,13.6,19.452,10.8,0.45,5.304,1.711,0.839,4.107,2.032
A42111,886.719,0.563,9.716,1.013,1.299,2.306,2.847,6.356,0.409,0.586,10.737,10.737,4.928,1.906,4.262,4.259,10.248,19.452,10.737,0.45,5.085,1.845,0.468,3.943,1.525
A42113,734.335,0.563,9.716,1.013,1.299,2.255,2.847,6.688,0.409,0.652,11.243,11.243,5.188,1.697,5.395,5.398,9.134,19.452,11.243,0.45,5.351,1.804,0.522,4.15,1.358
A42115,955.82,0.563,9.716,1.013,1.278,2.163,2.847,7.248,0.409,0.66,11.054,11.054,5.627,1.505,4.868,4.873,8.108,19.452,11.054,0.45,5.798,1.73,0.528,4.502,1.204
A42117,976.014,0.563,9.716,1.013,1.204,2.334,2.847,6.671,0.409,0.606,8.161,8.161,5.175,1.495,3.362,3.365,8.052,19.452,8.161,0.45,5.336,1.868,0.485,4.14,1.196
A42119,2294.664,0.563,9.716,1.013,1.314,2.474,2.847,6.454,0.409,0.893,11.472,11.472,4.999,3.106,5.528,5.532,16.627,19.452,11.472,0.45,5.163,1.979,0.715,3.999,2.484
A42127,781.583,0.563,9.716,1.013,1.264,2.319,2.847,8.132,0.409,0.646,12.289,12.289,6.309,1.591,5.809,5.809,8.569,19.452,12.289,0.45,6.505,1.855,0.517,5.047,1.273
A42131,695.52,0.563,9.716,1.013,1.208,2.167,2.847,6.21,0.409,0.636,8.697,8.697,4.816,1.517,3.023,3.017,8.173,19.452,8.697,0.45,4.968,1.734,0.509,3.852,1.214
A42133,1649.505,0.563,9.716,1.013,1.408,2.597,2.847,6.486,0.409,0.719,11.554,11.554,5.026,2.049,2.966,2.964,10.995,19.452,11.554,0.45,5.189,2.077,0.575,4.02,1.639
A51001,30264.772,0.563,9.716,1.013,1.184,2.43,2.847,4.91,0.409,1.368,9.942,9.942,3.792,1.526,4.542,4.538,8.188,19.452,9.942,0.45,3.928,1.944,1.094,3.033,1.221
A51003,444.573,0.563,9.716,1.013,1.159,2.159,2.847,7.245,0.409,0.935,9.436,9.436,5.596,1.167,2.703,2.705,6.295,19.452,9.436,0.45,5.796,1.727,0.748,4.477,0.933
A51005,168.919,0.563,9.716,1.013,1.039,2.004,2.847,6.651,0.409,0.73,6.761,6.761,5.148,0.999,2.705,2.705,5.407,19.452,6.761,0.45,5.321,1.603,0.584,4.119,0.799
A51007,4984.93,0.563,9.716,1.013,1.171,2.03,2.847,6.261,0.409,1.586,9.212,9.212,4.83,1.514,2.447,2.445,8.125,19.452,9.212,0.45,5.009,1.624,1.269,3.864,1.211
A51009,121.446,0.563,9.716,1.013,1.078,2.141,2.847,6.622,0.409,0.977,8.055,8.055,5.13,1.142,2.539,2.54,6.163,19.452,8.055,0.45,5.297,1.713,0.782,4.104,0.914
A51011,345.817,0.563,9.716,1.013,1.146,2.106,2.847,6.832,0.409,1.024,8.953,8.953,5.272,1.233,2.851,2.846,6.641,19.452,8.953,0.45,5.465,1.684,0.819,4.218,0.986
A51013,91.364,0.563,9.716,1.013,1.504,1.939,2.847,5.85,0.409,0.855,13.21,13.21,4.519,0.941,4.877,4.875,5.118,19.452,13.21,0.45,4.68,1.551,0.684,3.615,0.753
A51015,3134.931,0.563,9.716,1.013,1.205,2.038,2.847,6.74,0.409,1.479,8.744,8.744,5.219,1.35,2.209,2.206,7.26,19.452,8.744,0.45,5.392,1.63,1.183,4.175,1.08
A51017,281.352,0.563,9.716,1.013,1.003,2.077,2.847,6.41,0.409,1.001,6.958,6.958,4.959,1.052,2.907,2.912,5.687,19.452,6.958,0.45,5.128,1.662,0.801,3.967,0.842
A51019,372.494,0.563,9.716,1.013,1.11,2.052,2.847,10.79,0.409,0.929,8.525,8.524,8.305,1.22,2.635,2.639,6.571,19.452,8.525,0.45,8.632,1.642,0.743,6.644,0.976
A51023,472.963,0.563,9.716,1.013,1.042,2.1,2.847,6.697,0.409,0.965,7.133,7.133,5.184,1.166,2.923,2.927,6.288,19.452,7.133,0.45,5.357,1.68,0.772,4.147,0.933
A51029,1951.127,0.563,9.716,1.013,1.12,2.121,2.847,8.524,0.409,1.326,8.294,8.294,6.565,1.326,2.597,2.602,7.12,19.452,8.294,0.45,6.819,1.696,1.06,5.252,1.061
A51031,332.931,0.563,9.716,1.013,1.114,1.971,2.847,6.171,0.409,0.884,8.327,8.327,4.776,1.208,2.583,2.585,6.512,19.452,8.327,0.45,4.937,1.577,0.707,3.821,0.966
A51033,404.246,0.563,9.716,1.013,1.244,2.089,2.847,5.008,0.409,0.92,9.485,9.485,3.862,1.196,2.21,2.207,6.432,19.452,9.485,0.45,4.006,1.671,0.736,3.089,0.957
A51036,1662.301,0.563,9.716,1.013,1.224,2.032,2.847,5.666,0.409,0.907,9.952,9.952,4.37,1.361,2.856,2.859,7.268,19.452,9.952,0.45,4.533,1.626,0.726,3.496,1.088
A51041,1507.869,0.563,9.716,1.013,1.266,2.039,2.847,4.967,0.409,1.203,9.767,9.767,3.836,1.316,2.155,2.155,7.091,19.452,9.767,0.45,3.974,1.631,0.963,3.069,1.053
A51043,1022.47,0.563,9.716,1.013,1.183,2.202,2.847,6.26,0.409,1.032,8.135,8.133,4.837,1.214,1.967,1.967,6.543,19.452,8.135,0.45,5.008,1.761,0.826,3.87,0.971
A51045,187.235,0.563,9.716,1.013,1.072,2.033,2.847,6.045,0.409,0.96,7.035,7.034,4.678,1.097,3.048,3.036,5.926,19.452,7.035,0.45,4.836,1.626,0.768,3.743,0.878
A51047,901.201,0.563,9.716,1.013,1.165,2.084,2.847,7.08,0.409,0.898,8.782,8.782,5.464,1.303,2.334,2.33,7.013,19.452,8.782,0.45,5.664,1.667,0.719,4.371,1.043
A51049,3903.293,0.563,9.716,1.013,1.142,2.101,2.847,11.185,0.409,1.599,8.488,8.488,8.587,1.485,2.534,2.536,7.958,19.452,8.488,0.45,8.948,1.681,1.279,6.87,1.188
A51053,1094.682,0.563,9.716,1.013,1.191,2.016,2.847,5.345,0.409,1.423,9.514,9.514,4.119,1.463,2.591,2.591,7.813,19.452,9.514,0.45,4.276,1.613,1.138,3.295,1.171
A51057,725.915,0.563,9.716,1.013,1.237,2.363,2.847,5.194,0.409,0.983,9.619,9.619,4.013,1.334,2.377,2.377,7.141,19.452,9.619,0.45,4.155,1.891,0.786,3.21,1.067
A51059,2059.001,0.563,9.716,1.013,1.427,2.211,2.847,7.942,0.409,1.195,11.515,11.515,6.144,1.452,2.42,2.418,7.826,19.452,11.515,0.45,6.353,1.769,0.956,4.915,1.162
A51061,1119.487,0.563,9.716,1.013,1.218,1.667,2.847,6.656,0.409,0.901,9.025,9.025,5.143,1.23,2.591,2.589,6.628,19.452,9.025,0.45,5.325,1.333,0.721,4.114,0.984
A51065,307.822,0.563,9.716,1.013,1.133,2.133,2.847,6.604,0.409,1.041,8.494,8.494,5.093,1.173,2.126,2.133,6.321,19.452,8.494,0.45,5.283,1.706,0.833,4.075,0.938
A51069,380.95,0.563,9.716,1.013,1.187,2.202,2.847,5.981,0.409,0.996,7.96,7.96,4.628,1.162,2.117,2.117,6.269,19.452,7.96,0.45,4.785,1.762,0.797,3.702,0.93
A51071,155.623,0.563,9.716,1.013,1.119,2.118,2.847,6.486,0.409,1,7.662,7.662,5.017,1.075,3.496,3.499,5.812,19.452,7.662,0.45,5.189,1.694,0.8,4.013,0.86
A51073,627.172,0.563,9.716,1.013,1.175,2.063,2.847,4.53,0.409,1.023,10.242,10.242,3.495,1.344,4.376,4.382,7.243,19.452,10.242,0.45,3.624,1.65,0.819,2.796,1.075
A51075,749.468,0.563,9.716,1.013,1.179,2.11,2.847,7.49,0.409,1.011,8.844,8.844,5.765,1.31,2.454,2.456,7.044,19.452,8.844,0.45,5.992,1.688,0.809,4.612,1.048
A51079,621.295,0.563,9.716,1.013,1.177,2.129,2.847,12.398,0.409,1.178,9.847,9.847,9.512,1.303,3.06,3.058,7.008,19.452,9.847,0.45,9.919,1.703,0.942,7.609,1.043
A51085,972.722,0.563,9.716,1.013,1.275,2.096,2.847,5.25,0.409,0.964,9.8,9.8,4.055,1.371,2.551,2.55,7.384,19.452,9.8,0.45,4.2,1.677,0.771,3.244,1.097
A51087,344.525,0.563,9.716,1.013,1.361,2.138,2.847,5.065,0.409,1.071,10.943,10.943,3.909,1.244,2.788,2.79,6.709,19.452,10.943,0.45,4.052,1.71,0.857,3.127,0.995
A51091,1018.236,0.563,9.716,1.013,1.082,2.161,2.847,7.141,0.409,1.121,8.234,8.234,5.532,1.015,3.805,3.801,5.49,19.452,8.234,0.45,5.713,1.729,0.897,4.426,0.812
A51093,9029.094,0.563,9.716,1.013,1.203,1.862,2.847,5.249,0.409,1.051,10.13,10.13,4.054,1.731,2.252,2.252,9.246,19.452,10.13,0.45,4.199,1.49,0.841,3.243,1.385
A51095,1398.638,0.563,9.716,1.013,1.165,2.123,2.847,5.417,0.409,1.087,9.938,9.938,4.186,1.4,4.268,4.27,7.537,19.452,9.938,0.45,4.333,1.699,0.87,3.349,1.12
A51097,1310.085,0.563,9.716,1.013,1.217,2.17,2.847,5.311,0.409,0.964,9.451,9.451,4.103,1.179,2.084,2.083,6.343,19.452,9.451,0.45,4.249,1.736,0.771,3.282,0.943
A51099,294.422,0.563,9.716,1.013,1.222,2.173,2.847,5.802,0.409,0.897,9.814,9.814,4.47,1.303,3.848,3.847,6.991,19.452,9.814,0.45,4.642,1.739,0.718,3.576,1.043
A51101,1697.778,0.563,9.716,1.013,1.247,2.075,2.847,5.399,0.409,0.982,9.629,9.629,4.17,1.349,2.143,2.147,7.245,19.452,9.629,0.45,4.319,1.66,0.786,3.336,1.079
A51103,501.181,0.563,9.716,1.013,1.248,2.174,2.847,4.616,0.409,0.747,10.507,10.507,3.564,1.179,4.225,4.227,6.363,19.452,10.507,0.45,3.693,1.739,0.598,2.851,0.943
A51107,637.089,0.563,9.716,1.013,1.278,2.062,2.847,6.299,0.409,0.911,9.532,9.532,4.857,1.236,2.596,2.595,6.663,19.452,9.532,0.45,5.039,1.649,0.729,3.885,0.989
A51109,598.345,0.563,9.716,1.013,1.172,2.057,2.847,9.003,0.409,1.061,8.871,8.871,6.916,1.353,2.653,2.655,7.264,19.452,8.871,0.45,7.202,1.646,0.849,5.533,1.082
A51113,807.394,0.563,9.716,1.013,1.175,2.146,2.847,9.248,0.409,0.915,9.281,9.281,7.106,1.353,2.915,2.914,7.269,19.452,9.281,0.45,7.398,1.717,0.732,5.685,1.083
