riverseg, landseg, area (acres) ***
RU2_6220_6170,A51003,2914.38
RU2_6220_6170,A51079,9150.5
RU2_6220_6170,A51113,31227.6
RU2_6220_6170,A51137,40631.96
RU3_5610_5640,A51047,43342.93
RU3_5610_5640,A51157,635.81
RU3_6170_6040,A51047,6196.33
RU3_6170_6040,A51137,11177.17
RU4_5640_6030,A51047,80637.41
RU4_5640_6030,A51061,70791.53
RU4_5640_6030,A51179,12939.87
RU4_6040_6030,A51047,60588.53
RU4_6040_6030,A51137,70911.55
RU4_6040_6030,A51177,13558.23
RU5_6030_0001,A51630,368.4
RU5_6030_0001,A51177,13100.18
RU5_6030_0001,A51179,11384.61
SJ1_2280_2450,A42061,37188.13
SJ1_2280_2450,A42067,9236.95
SJ2_1900_1930,A42027,2509.52
SJ2_1900_1930,A42087,117650.41
SJ2_1900_1930,A42109,2280.9
SJ2_2110_2170,A42067,23951.4
SJ2_2110_2170,A42087,5318.72
SJ2_2150_2130,A42067,168.9
SJ2_2150_2130,A42099,46988.56
SJ2_2500_2450,A42061,8167.27
SJ2_2530_2820,A42009,16311.23
SJ2_2530_2820,B42009,87303.57
SJ2_2530_2820,A42013,5363.38
SJ2_2530_2820,A42021,644.3
SJ2_2570_2660,A42009,56456.84
SJ2_2570_2660,C42009,2821.21
SJ2_2570_2660,A42013,2175.49
SJ2_2580_2500,C42009,151.46
SJ2_2580_2500,A42057,66991.2
SJ2_2580_2500,A42061,63452.98
SJ2_2820_2740,A42009,15887.75
SJ2_2900_2740,A42009,33322.34
SJ2_2900_2740,B42009,52223.71
SJ2_2900_2740,A42111,17552.64
SJ3_1980_2060,A42027,38162.46
SJ3_1980_2060,A42061,39964.95
SJ3_2040_1980,A42013,110409.6
SJ3_2040_1980,A42021,4616.92
SJ3_2040_1980,A42027,6504.8
SJ3_2040_1980,B42027,8450.87
SJ3_2040_1980,A42061,11193.12
SJ3_2160_2170,B42055,15515.62
SJ3_2160_2170,A42061,24819.86
SJ3_2160_2170,A42067,82613.99
SJ3_2160_2170,A42099,13451.89
SJ3_2170_1970,A42067,7086.04
SJ3_2230_2060,A42009,1946.46
SJ3_2230_2060,A42013,46303.57
SJ3_2230_2060,A42061,19791.29
SJ3_2250_2230,A42009,5978.38
SJ3_2250_2230,B42009,6175.99
SJ3_2250_2230,A42013,171565.03
SJ3_2250_2230,A42021,1536.35
SJ3_2450_2120,A42061,21720.49
SJ4_2010_2210,A42027,4346.61
SJ4_2010_2210,A42061,107134.58
SJ4_2060_2010,A42061,50197.75
SJ4_2340_2210,A42061,2051.15
SJ4_2360_2340,A42009,5602.63
SJ4_2360_2340,C42009,7018.55
SJ4_2360_2340,A42057,2274.22
SJ4_2360_2340,A42061,118904.42
SJ4_2660_2360,A42009,2567.42
SJ4_2660_2360,C42009,13842.25
SJ4_2660_2360,A42061,926.43
SJ4_2740_2660,A42009,59669.01
SJ4_2740_2660,C42009,89921.92
SJ4_2740_2660,A42057,22650.03
SJ5_2120_1930,A42061,3602.76
SJ5_2120_1930,A42087,81142.93
SJ5_2210_2320,A42061,35798.78
SJ5_2210_2320,A42087,2861.67
SJ5_2320_2120,A42061,24680.91
SJ5_2320_2120,A42087,7196.15
SJ6_1930_1970,A42067,43511.21
SJ6_1930_1970,A42087,39015.5
SJ6_1930_1970,A42109,4068.09
SJ6_1970_2130,A42067,66838.48
SJ6_1970_2130,A42099,34374.95
SJ6_1970_2130,A42109,2534.07
SJ6_2130_2050,A42099,33555.2
SL0_2180_2220,A42075,46758.29
SL0_2220_2140,A42075,2796.93
SL0_2721_2720,A24025,25379.83
SL0_2721_2720,A42133,379.34
SL0_2831_2830,A24013,146.77
SL0_2831_2830,A42133,15085.79
SL1_1700_1780,A42097,52721.95
SL1_1730_1700,A42037,4069.11
SL1_1730_1700,A42097,30796.14
SL1_1790_1840,A42087,1907.16
SL1_1790_1840,A42109,109258.42
SL1_1790_1840,A42119,503.61
SL1_2000_2090,A42011,37686.25
SL1_2000_2090,A42075,25810.8
SL1_2190_2350,A42011,2978.54
SL1_2190_2350,A42071,70643.35
SL1_2190_2350,A42075,16095.64
SL1_2390_2420,A42071,36091.09
SL1_2670_2370,A42041,8902.99
SL1_2670_2370,B42041,9657.54
SL1_2670_2370,A42055,10749.87
SL1_2760_2730,A42133,13391.39
SL1_2770_2730,A42133,74763.75
SL1_2830_2760,A42133,31990.65
SL2_1670_1880,A42037,2923.55
SL2_1670_1880,A42097,52956.98
SL2_1670_1880,A42107,44667.16
SL2_1810_2030,A42043,18228.75
SL2_1810_2030,A42097,23586.64
SL2_1810_2030,A42107,63542.24
SL2_1850_1990,A42107,74217.81
SL2_1990_2070,A42075,17560.47
SL2_1990_2070,A42107,15418.02
SL2_2070_2090,A42011,524.13
SL2_2070_2090,A42075,15238.83
SL2_2200_2350,A42011,15694.43
SL2_2200_2350,A42029,1314.78
SL2_2200_2350,A42071,72788.77
SL2_2300_2520,A42071,75722.46
SL2_2300_2520,A42075,4951.04
SL2_2410_2700,A42029,4830.13
SL2_2410_2700,A42071,94264.47
SL2_2480_0001,A24015,22217.77
SL2_2480_0001,A42029,44914.29
SL2_2480_0001,A42071,67457.37
SL2_2540_2370,A42041,565.3
SL2_2540_2370,A42055,37014.19
SL2_2540_2370,B42055,30083.8
SL2_2540_2370,A42099,1084.15
SL2_2750_2720,A24025,1005.05
SL2_2750_2720,A42133,87590.8
SL2_2910_3060,A24005,7209.42
SL2_2910_3060,A24025,37017.86
SL2_2910_3060,A42133,16161.1
SL2_3060_0001,A24025,49023.79
SL3_1710_1740,A42027,136455.9
SL3_1710_1740,A42061,149.14
SL3_1710_1740,A42087,9490.51
SL3_1710_1740,A42109,2378.55
SL3_1710_1740,A42119,40836.9
SL3_1710_1740,B42119,6372.24
SL3_1740_1840,A42109,34521.17
SL3_1740_1840,B42119,10931.61
SL3_1840_1880,A42109,1458.57
SL3_1960_2080,A42043,65316.24
SL3_1960_2080,A42107,9129.85
SL3_2260_2050,A42043,190.58
SL3_2260_2050,A42099,44022.61
SL3_2290_2260,B42055,355.84
SL3_2290_2260,A42099,131948.75
SL3_2350_2470,A42071,25367.94
SL3_2400_2440,B42001,3822.29
SL3_2400_2440,A42041,37575.68
SL3_2400_2440,B42041,71741.54
SL3_2400_2440,A42133,24431.16
SL3_2420_2700,A42071,55872.84
SL3_2440_2380,A42041,797.96
SL3_2440_2380,A42133,2622
SL3_2460_2430,A24013,3333.66
SL3_2460_2430,A42001,133195.73
SL3_2460_2430,B42001,34647.61
SL3_2460_2430,B42041,1845.53
SL3_2460_2430,A42133,157032.16
SL3_2470_2420,A42071,7093.84
SL3_2550_2490,A42133,36185.12
SL3_2730_2550,A42133,6129.62
SL4_2090_2100,A42075,21224.12
SL4_2100_2140,A42075,12133.1
SL4_2140_2240,A42043,13332.41
SL4_2140_2240,B42043,15997.57
SL4_2140_2240,A42075,10304.92
SL4_2240_2310,A42043,2679.31
SL4_2240_2310,B42043,50774.31
SL4_2240_2310,A42075,4124.71
SL4_2330_2270,A42041,34908.51
SL4_2370_2330,A42041,179770.04
SL4_2370_2330,B42041,101.76
SL4_2370_2330,A42055,5124.32
SL4_2370_2330,B42055,4504.17
SL8_1760_1780,A42097,1207.08
SL8_1760_1780,A42109,5262.65
SL8_1760_1780,B42119,195.36
SL8_1780_1880,A42097,15447.85
SL8_1780_1880,A42109,515.38
SL8_1880_2030,A42043,196.62
SL8_1880_2030,A42067,17969.83
SL8_1880_2030,A42097,16320.79
SL8_1880_2030,A42099,453.18
SL8_1880_2030,A42109,50295.43
SL8_2030_2080,A42043,6843.69
SL8_2030_2080,A42067,492.62
SL8_2030_2080,A42099,15452.44
SL8_2080_2050,A42043,60797.93
SL8_2080_2050,A42099,13521.53
SL9_2050_2270,A42041,2526.6
SL9_2050_2270,A42043,62134.92
SL9_2050_2270,B42043,2576.85
SL9_2050_2270,A42075,8327.25
SL9_2050_2270,A42099,20110.55
SL9_2270_2380,A42041,2843.18
SL9_2270_2380,A42043,3864.07
SL9_2270_2380,B42043,23524.49
SL9_2310_2430,B42043,18717.57
SL9_2310_2430,A42071,7794.45
SL9_2310_2430,A42075,12454.07
SL9_2310_2430,A42133,14068.28
SL9_2380_2310,B42043,11682.17
SL9_2380_2310,A42133,3761.69
SL9_2430_2490,A42071,18703.59
SL9_2430_2490,A42133,5293.65
SL9_2490_2520,A42071,9047.24
SL9_2490_2520,A42133,3256.64
SL9_2520_2700,A42071,20997.84
SL9_2520_2700,A42133,52078.2
SL9_2700_2720,A42071,10514.76
SL9_2700_2720,A42133,21502.24
SL9_2720_0001,A24015,6259.54
SL9_2720_0001,A24025,8330.78
SL9_2720_0001,A42071,55298.28
SL9_2720_0001,A42133,9680.95
SL9_2970_0000,A24015,7152.37
SL9_2970_0000,A24025,6946.38
SL9_2971_0000,A24015,2538.26
SL9_2971_0000,A24025,1372.45
SU1_0050_0090,A36017,1148.79
SU1_0050_0090,A36053,27501.51
SU1_0050_0090,A36065,10938.47
SU1_0060_0190,A36043,200.99
SU1_0060_0190,A36077,59449.22
SU1_0080_0210,A36077,38284.19
SU1_0200_0270,A36017,39493.84
SU1_0330_0560,A36023,18784.58
SU1_0330_0560,A36107,44965.86
SU1_0330_0560,A36109,900.69
SU1_0380_0400,A36017,6039.11
SU1_0380_0400,A36025,19515.97
SU1_0390_0560,A36107,33551.1
SU1_0390_0560,A36109,15972.74
SU1_0410_0480,A36007,3127.47
SU1_0410_0480,A36017,13006.94
SU1_0660_0710,A42115,69224.66
SU1_0820_0740,A36101,4524.34
SU1_0820_0740,A42105,29126.08
SU1_0820_0740,A42117,23860.52
SU1_0840_0831,A42117,68766.3
SU1_0940_0900,A42015,2738.27
SU1_0940_0900,B42015,47211.25
SU1_0940_0900,A42081,383
SU1_0940_0900,A42113,2666.99
SU1_1480_1500,A42037,2059.3
SU1_1480_1500,A42079,36742.5
SU1_1480_1500,A42107,913.04
SU1_1630_1610,A42037,49791.95
SU1_1630_1610,A42093,1598.68
SU1_1630_1610,A42097,4815.61
SU2_0020_0140,A36043,16016.66
SU2_0020_0140,A36077,49382.78
SU2_0030_0140,A36043,9143.57
SU2_0030_0140,A36077,50650.96
SU2_0040_0180,A36077,58615.49
SU2_0070_0090,A36017,1668.56
SU2_0070_0090,A36053,72716
SU2_0100_0230,A36025,649.21
SU2_0100_0230,A36077,75833.64
SU2_0110_0240,A36017,51935.64
SU2_0110_0240,A36023,17463.16
SU2_0110_0240,A36053,24687.1
SU2_0120_0260,A36023,75533.72
SU2_0120_0260,A36053,21385.24
SU2_0120_0260,A36067,26878.18
SU2_0130_0250,A36077,69907.52
SU2_0150_0220,A36025,66149.39
SU2_0150_0220,A36077,20343.11
SU2_0150_0220,A36095,26193.29
SU2_0160_0260,A36023,57136.41
SU2_0160_0260,A36067,9325.56
SU2_0160_0260,A36109,126.67
SU2_0210_0300,A36077,45133.68
SU2_0280_0430,A36007,760.74
SU2_0280_0430,A36017,64251.82
SU2_0280_0430,A36023,2224.42
SU2_0290_0291,A36025,63568.83
SU2_0290_0291,A36077,183.22
SU2_0291_0320,A36025,2385.47
SU2_0320_0340,A36025,4178.33
SU2_0360_0460,A36017,26791.04
SU2_0440_0550,A36007,53849.48
SU2_0440_0550,A36107,19110.99
SU2_0450_0720,A36015,32771.29
SU2_0450_0720,A36097,23878.31
SU2_0450_0720,A36107,15529.41
SU2_0450_0720,A36109,17788.75
SU2_0450_0720,A42015,1463.13
SU2_0470_0590,A36015,801.49
SU2_0470_0590,A36107,70281.12
SU2_0470_0590,A36109,25299.45
SU2_0510_0570,A36003,52765.82
SU2_0510_0570,A36101,48033.7
SU2_0560_0590,A36107,5547.43
SU2_0570_0580,A36101,18532
SU2_0620_0580,A36003,254.52
SU2_0620_0580,A36101,60779.65
SU2_0640_0630,A36101,82117.11
SU2_0670_0810,A42115,17556.77
SU2_0670_0810,A42127,6728.3
SU2_0680_0610,A36015,28409.22
SU2_0680_0610,A36101,8416.97
SU2_0680_0610,A42015,34617.02
SU2_0680_0610,A42117,21511.97
SU2_0700_0860,A42015,49529.49
SU2_0700_0860,A42115,91336.07
SU2_0740_0741,A36101,47919.38
SU2_0740_0741,A42117,74982.92
SU2_0741_0690,A36101,1453.38
SU2_0741_0690,A42117,10045.47
SU2_0760_0960,A42115,61951.49
SU2_0760_0960,A42131,11684.74
SU2_0780_0710,A42069,7075.7
SU2_0780_0710,A42115,37594.62
SU2_0800_0850,A42015,121500.22
SU2_0800_0850,A42117,204.34
SU2_0830_0831,A42117,27986.34
SU2_0890_0900,A42015,65005.66
SU2_0890_0900,B42015,10261.65
SU2_0890_0900,A42081,337.24
SU2_0890_0900,A42117,5779.78
SU2_0900_0870,A42015,3764.74
SU2_0920_0830,A42015,7082.32
SU2_0920_0830,A42117,90176.25
SU2_0990_0950,B42015,5976.47
SU2_0990_0950,B42079,2197.41
SU2_0990_0950,A42113,12601.35
SU2_0990_0950,A42131,15911.74
SU2_0990_0950,B42131,42066.87
SU2_1020_0980,B42079,19996.4
SU2_1020_0980,A42131,31229.73
SU2_1020_0980,B42131,25512.59
SU2_1200_1310,A42037,10463.41
SU2_1200_1310,A42079,42810.19
SU2_1200_1310,B42079,18298.58
SU2_1200_1310,A42113,1472.27
SU2_1210_1310,A42037,41041.21
SU2_1210_1310,A42079,291.06
SU2_1210_1310,B42079,406.67
SU2_1210_1310,A42113,31690.29
SU2_1290_1500,A42079,60686.91
SU2_1550_1620,A42025,735.9
SU2_1550_1620,A42037,40605.47
SU2_1550_1620,A42079,7962.31
SU2_1550_1620,A42107,48509.35
SU3_0010_0190,A36017,23518.52
SU3_0010_0190,A36043,29095.13
SU3_0010_0190,A36053,34442.83
SU3_0010_0190,A36065,19965.11
SU3_0010_0190,A36077,24137.16
SU3_0090_0170,A36017,28803.74
SU3_0090_0170,A36053,23079.82
SU3_0140_0180,A36077,20210.09
SU3_0170_0270,A36017,46577.04
SU3_0180_0230,A36077,22458.19
SU3_0190_0300,A36017,39348.4
SU3_0190_0300,A36077,10155.17
SU3_0240_0350,A36007,10537.74
SU3_0240_0350,A36017,12887.96
SU3_0240_0350,A36023,47271.15
SU3_0370_0490,A36051,10100.05
SU3_0370_0490,A36069,716.39
SU3_0370_0490,A36097,25803.06
SU3_0370_0490,A36101,256805.62
SU3_0370_0490,A36123,6677.64
SU3_0490_0530,A36097,23072.72
SU3_0490_0530,A36101,64383.71
SU3_0590_0540,A36107,2797.96
SU3_0710_0910,A42069,50730.87
SU3_0710_0910,A42115,51166.51
SU3_0710_0910,A42131,34621.67
SU3_0770_0690,A36101,1227.16
SU3_0770_0690,A42117,8996.09
SU3_0790_0770,A42117,27086.36
SU3_0810_0970,A42069,32266.85
SU3_0810_0970,A42115,3799.6
SU3_0810_0970,A42127,9283.35
SU3_0831_0790,A42015,5614.31
SU3_0831_0790,A42117,55992.29
SU3_0870_0730,A42015,13543.12
SU3_0870_0730,B42015,25322.54
SU3_0870_0730,A42113,632.2
SU3_0910_1010,A42131,13610.65
SU3_0970_1120,A42069,139488.94
SU3_0970_1120,A42079,12012.36
SU3_0970_1120,A42127,1485.5
SU3_1280_1590,A42037,65920.47
SU3_1280_1590,B42081,5497.6
SU3_1280_1590,A42093,452.82
SU3_1280_1590,A42113,390.26
SU3_1310_1280,A42037,27805.88
SU3_1500_1420,A42037,1829.58
SU3_1500_1420,A42079,8903.25
SU4_0220_0250,A36025,1473.36
SU4_0220_0250,A36077,13563.12
SU4_0230_0220,A36077,5608.89
SU4_0250_0340,A36025,3360.38
SU4_0250_0340,A36077,47020.14
SU4_0260_0350,A36007,22150.92
SU4_0260_0350,A36023,76621.65
SU4_0260_0350,A36107,4059.1
SU4_0270_0430,A36017,133345.95
SU4_0300_0310,A36017,22916.27
SU4_0300_0310,A36077,13084.93
SU4_0350_0420,A36007,29503.37
SU4_0350_0420,A36017,320.48
SU4_0350_0420,A36023,564.67
SU4_0430_0420,A36007,3027.53
SU4_0430_0420,A36017,7472.33
SU4_0580_0630,A36101,73103.68
SU4_0630_0650,A36101,17151.58
SU4_0690_0650,A36101,36385.04
SU5_0310_0400,A36017,22744.44
SU5_0310_0400,A36025,1672.66
SU5_0340_0310,A36025,24378.07
SU5_0340_0310,A36077,6793.63
SU5_0400_0460,A36017,7528.13
SU5_0420_0500,A36007,64221.63
SU5_0420_0500,A36017,13034.28
SU5_0460_0480,A36007,8753.77
SU5_0460_0480,A36017,11114.82
SU5_0530_0610,A36015,107548
SU5_0530_0610,A36097,5090.34
SU5_0530_0610,A36101,52118.34
SU5_0600_0750,A36015,30057.05
SU5_0600_0750,A36107,1267.51
SU5_0600_0750,A42015,25384.08
SU5_0610_0600,A36015,40058.52
SU5_0610_0600,A42015,33541.76
SU5_0650_0530,A36101,11304.34
SU6_0480_0520,A36007,114685.33
SU6_0480_0520,A42115,156689.66
SU6_0480_0520,A42127,20936.48
SU6_0500_0550,A36007,52352.57
SU6_0500_0550,A42115,19524.87
SU6_0520_0500,A36007,34997.49
SU7_0540_0720,A36107,88363.68
SU7_0540_0720,A42015,44629.04
SU7_0540_0720,A42115,917.09
SU7_0550_0540,A36007,7973.9
SU7_0550_0540,A36107,48844.24
SU7_0550_0540,A42015,2321.52
SU7_0550_0540,A42115,10525.15
SU7_0720_0750,A42015,10772.99
SU7_0730_0860,A42015,118138.7
SU7_0730_0860,B42015,2630.18
SU7_0750_0850,A42015,33575.62
SU7_0850_0730,A42015,3521.55
SU7_0860_0960,A42015,48238.9
SU7_0860_0960,B42015,12354.34
SU7_0860_0960,A42115,12447.81
SU7_0860_0960,A42131,18334.87
SU7_0950_1010,A42131,14717.57
SU7_0950_1010,B42131,506.9
SU7_0960_0950,A42131,9436.91
SU7_0980_1120,A42069,22623.82
SU7_0980_1120,A42079,14982.22
SU7_0980_1120,B42079,653.49
SU7_0980_1120,A42131,38101.78
SU7_1010_0980,A42131,666.77
SU7_1120_1140,A42079,64269.49
SU7_1120_1140,B42079,2901.07
SU7_1140_1420,A42037,2924.99
SU7_1140_1420,A42079,187207.97
SU7_1140_1420,B42079,12294.09
SU7_1420_1590,A42037,42955.41
SU7_1420_1590,A42079,2767.31
SU8_1530_1760,A42037,1796.24
SU8_1530_1760,A42093,19984.68
SU8_1530_1760,A42097,29885.94
SU8_1590_1620,A42037,2697.94
SU8_1610_1530,A42037,917
SU8_1610_1530,A42093,11573.41
SU8_1610_1530,A42097,8999.28
SU8_1620_1610,A42037,3462.78
SW0_1520_1600,B42027,73672.7
SW0_1520_1600,A42035,23995.4
SW1_1160_1260,A42081,23475.08
SW1_1170_1270,A42023,20232.61
SW1_1170_1270,A42083,11683.28
SW1_1170_1270,A42105,14903.18
SW1_1180_1190,A42113,15014.01
SW1_1450_1510,A42037,5060.17
SW1_1450_1510,B42081,670.85
SW1_1450_1510,A42093,21956.59
SW1_1450_1510,A42097,5211.66
SW1_1510_1680,A42037,5430.35
SW1_1510_1680,A42093,24916.71
SW1_1510_1680,A42097,8508.05
SW1_1560_1460,A42027,5754.07
SW1_1560_1460,B42035,344.79
SW1_1560_1460,B42081,1009.34
SW1_1560_1460,A42119,20436.45
SW1_1560_1460,B42119,1326.84
SW1_1570_1640,A42027,3085.83
SW1_1570_1640,A42119,51080.25
SW1_1570_1640,B42119,31337.09
SW1_1830_1690,A42027,39507.99
SW1_1890_1830,A42027,16815.55
SW1_1910_1890,A42027,37100.36
SW2_0880_0930,A42105,59913.82
SW2_1000_1110,A42081,1084.69
SW2_1000_1110,A42117,82120.67
SW2_1030_1060,B42015,11065.08
SW2_1030_1060,A42113,41219.61
SW2_1050_0930,A42105,45857.94
SW2_1070_1060,A42113,81954
SW2_1070_1060,B42131,2662.16
SW2_1100_1130,A42035,1512.78
SW2_1100_1130,A42105,78934.56
SW2_1100_1130,A42117,8171.31
SW2_1190_1410,A42037,1750.22
SW2_1190_1410,A42081,1599.36
SW2_1190_1410,B42081,83427.17
SW2_1190_1410,A42093,652.46
SW2_1190_1410,A42113,27933.33
SW2_1240_1270,A42023,57066.41
SW2_1240_1270,A42047,34898.27
SW2_1240_1270,A42083,3885.83
SW2_1360_1430,A42023,40956.28
SW2_1360_1430,A42033,61217.28
SW2_1360_1430,A42047,132092.96
SW2_1770_1690,A42013,105.43
SW2_1770_1690,A42027,58581.68
SW2_1770_1690,B42027,17514.98
SW2_1950_1940,A42021,29846.59
SW2_1950_1940,A42033,37583.21
SW2_1950_1940,A42063,40279
SW2_1950_1940,A42065,867.69
SW2_2020_1940,A42021,47169.13
SW2_2020_1940,A42033,35519.35
SW3_0930_1110,A42105,26279.81
SW3_0930_1110,A42117,128876.57
SW3_1040_1220,A42081,78913.8
SW3_1040_1220,A42113,2365.01
SW3_1040_1220,A42117,29995.86
SW3_1060_1260,B42015,3203.07
SW3_1060_1260,A42081,41621.71
SW3_1060_1260,A42113,71560.62
SW3_1080_1350,A42081,89568.11
SW3_1080_1350,A42117,25909.3
SW3_1090_1091,A42023,8416.89
SW3_1090_1091,A42105,130266.29
SW3_1091_1380,A42023,13428.84
SW3_1091_1380,A42035,562.12
SW3_1091_1380,A42105,3476.55
SW3_1130_1390,A42023,388.69
SW3_1130_1390,A42035,38016.09
SW3_1130_1390,A42105,22262.05
SW3_1220_1320,A42081,34049.23
SW3_1220_1320,B42081,29261.99
SW3_1250_1340,A42081,43725.87
SW3_1250_1340,B42081,13021.09
SW3_1270_1370,A42023,45272.79
SW3_1270_1370,A42047,116.93
SW3_1270_1370,A42105,1784.79
SW3_1370_1430,A42023,13699.04
SW3_1380_1490,A42023,15030.87
SW3_1390_1330,A42035,8395.04
SW3_1580_1440,A42027,34746.85
SW3_1580_1440,A42035,1004.56
SW3_1580_1440,B42035,101902.17
SW3_1580_1440,B42081,234.83
SW3_1580_1440,A42119,503.24
SW3_1600_1580,A42027,1817.47
SW3_1600_1580,B42027,1788.88
SW3_1600_1580,A42035,4775.43
SW3_1600_1580,B42035,3667.61
SW3_1660_1580,A42027,19280.58
SW3_1660_1580,B42027,11090.77
SW3_1660_1580,B42035,259.17
SW3_1690_1660,A42027,46640.73
SW3_1750_1540,B42027,89381.03
SW3_1750_1540,A42033,42026.92
SW3_1800_1650,A42033,14554.23
SW3_1870_1800,A42013,713.13
SW3_1870_1800,A42021,103869.52
SW3_1870_1800,A42033,132099.96
SW3_1920_1750,A42013,762.33
SW3_1920_1750,B42027,21813.72
SW3_1920_1750,A42033,21506.26
SW4_1110_1150,A42081,15767.42
SW4_1110_1150,A42117,25254.52
SW4_1150_1350,A42081,83041.29
SW4_1150_1350,A42105,4373.82
SW4_1150_1350,A42117,12153.62
SW4_1260_1300,A42081,13061.4
SW4_1260_1300,B42081,27218.29
SW4_1430_1490,A42023,6806.76
SW4_1490_1400,A42023,27276.14
SW4_1490_1400,A42033,363.76
SW4_1490_1400,A42035,18222.83
SW4_1720_1650,A42033,85088.91
SW4_1860_1720,A42033,33749.67
SW4_1940_1860,A42033,10185.64
SW5_1350_1470,A42035,1097.71
SW5_1350_1470,B42035,3613.62
SW5_1350_1470,A42081,12029.6
SW5_1350_1470,B42081,10893.14
SW5_1540_1400,A42023,3388.93
SW5_1540_1400,B42027,36562.31
SW5_1540_1400,A42033,54785.58
SW5_1540_1400,A42035,33395.64
SW5_1540_1400,A42047,6353.04
SW5_1650_1540,A42033,140424.66
SW6_1230_1440,A42035,210648.57
SW6_1230_1440,B42035,7107.83
SW6_1230_1440,A42081,5063.07
SW6_1230_1440,A42105,17303.26
SW6_1330_1230,A42035,32859.61
SW6_1400_1330,A42023,2310.4
SW6_1400_1330,A42035,26852.02
SW6_1440_1470,A42035,8778.49
SW6_1440_1470,B42035,32434.99
SW6_1440_1470,A42081,939.43
SW7_1300_1410,B42081,27975.17
SW7_1320_1300,B42081,21227.74
SW7_1340_1320,B42081,44982.92
SW7_1410_1460,B42035,454.9
SW7_1410_1460,B42081,58257.65
SW7_1410_1460,A42097,16115
SW7_1410_1460,A42119,2970.97
SW7_1410_1460,B42119,8073.1
SW7_1460_1640,B42081,210.27
SW7_1460_1640,A42093,3428.34
SW7_1460_1640,A42097,29976.55
SW7_1460_1640,A42119,214.87
SW7_1460_1640,B42119,9026.22
SW7_1470_1340,B42035,14792.89
SW7_1470_1340,B42081,27535.81
SW7_1640_1680,A42097,3628.73
SW7_1640_1680,B42119,14293.28
SW7_1680_1760,A42097,5440.89
SW7_1680_1760,B42119,4860.56
TU0_9160_0000,A51520,7421.09
TU0_9160_0000,A51169,7987.22
TU0_9160_0000,A51191,46763.96
TU0_9300_0000,A51105,35115.54
TU1_8570_8680,A51167,20981.77
TU1_8570_8680,A51185,58532.6
TU1_9010_9290,A51167,28332.98
TU1_9010_9290,A51169,32220.06
TU1_9120_0000,A51105,27916.9
TU1_9120_0000,A51169,38125.26
TU1_9120_0000,B51169,4441.52
TU1_9120_0000,A51195,208.24
TU1_9120_0000,B51195,114.38
TU1_9220_9200,A47091,34519.53
TU1_9220_9200,B51191,1189.34
TU2_8790_9070,A51173,101373.37
TU2_8790_9070,A51191,27742.21
TU2_8790_9070,A51197,2957.18
TU2_8860_9000,A51720,2521.93
TU2_8860_9000,B51169,992.64
TU2_8860_9000,A51195,47032.46
TU2_8860_9000,B51195,13625.59
TU2_8950_9040,B51077,2227.82
TU2_8950_9040,A51173,29348.87
TU2_8950_9040,B51173,17423.27
TU2_8970_9280,A51167,28762.27
TU2_8970_9280,A51169,56478.78
TU2_9070_9090,A51191,22672.82
TU2_9100_9200,A47091,28484
TU2_9100_9200,B51077,1067.49
TU2_9100_9200,B51173,12630.61
TU2_9100_9200,B51191,20794.42
TU2_9200_9180,A47163,299.78
TU2_9200_9180,A51191,2736.45
TU2_9200_9180,B51191,1682.89
TU3_8480_8680,A51167,12322.63
TU3_8480_8680,B51167,14386.55
TU3_8480_8680,A51185,78377.84
TU3_8480_8680,B51185,38889.66
TU3_8650_8800,A51021,30563.99
TU3_8650_8800,A51173,78433.07
TU3_8650_8800,A51185,32625.19
TU3_8880_9230,A51105,23890.44
TU3_8880_9230,B51105,2563.15
TU3_8880_9230,A51720,2126.88
TU3_8880_9230,A51195,84534.38
TU3_8880_9230,B51195,14533.69
TU3_9040_9180,A51173,11122.66
TU3_9040_9180,B51173,2096.72
TU3_9040_9180,A51191,24561.64
TU3_9040_9180,B51191,3475.83
TU3_9060_9230,A51105,7955.53
TU3_9060_9230,B51105,49031.43
TU3_9180_9090,A47163,2712.58
TU3_9180_9090,A51191,8437.4
TU3_9180_9090,B51191,724.8
TU3_9230_9260,A51105,18295.15
TU4_8680_8810,A51167,96250.81
TU4_8680_8810,B51167,20715.85
TU4_8800_9290,A51167,7992.04
TU4_8800_9290,A51169,40415.47
TU4_8800_9290,A51173,15364.76
TU4_8800_9290,A51185,1138.8
TU4_8800_9290,A51191,161535.19
TU4_8810_9000,A51051,3164.81
TU4_8810_9000,A51167,39473.22
TU4_8810_9000,B51167,30198.6
TU4_8810_9000,A51195,16808.83
TU4_9090_0000,A51191,40918.55
TU4_9260_0000,A51105,113727.41
TU4_9260_0000,B51105,1417.78
TU4_9290_0000,A51169,20244.22
TU5_9000_9280,A51167,5653.86
TU5_9000_9280,A51169,78025.9
TU5_9000_9280,B51169,49358.4
TU5_9000_9280,B51195,5720.53
TU5_9280_0000,A51169,16605.8
WL0_4390_0000,A24003,10032.54
WL0_4391_0000,A24003,4185.35
WL0_4392_0000,A24003,7924.37
WL0_4393_0000,A24003,203.14
WL0_4394_0000,A24003,999.45
WL0_4420_0000,A24003,15425.75
WL0_4421_0000,A24003,6960.66
WL0_4422_0000,A24003,3595.24
WL0_4423_0000,A24003,10643.69
WL0_4424_0000,A24003,6035.02
WL0_4425_0000,A24003,1026.6
WL0_4600_0000,A24003,22089.45
WL0_4601_0000,A24003,3056.71
